-1626.108	0	-48.768	1.02040816326531e-12
-1626.108	0	-36.576	1.02040816326531e-12
-1626.108	0	-24.384	1.02040816326531e-12
-1626.108	0	-12.192	3.34188775510204e-08
-1626.108	0	0	1.12244897959184e-08
-1626.108	111.184266666667	-48.768	1.02040816326531e-12
-1626.108	111.184266666667	-36.576	1.02040816326531e-12
-1626.108	111.184266666667	-24.384	1.02040816326531e-12
-1626.108	111.184266666667	-12.192	3.34188775510204e-08
-1626.108	111.184266666667	0	1.12244897959184e-08
-1626.108	222.368533333333	-48.768	1.02040816326531e-12
-1626.108	222.368533333333	-36.576	1.02040816326531e-12
-1626.108	222.368533333333	-24.384	1.02040816326531e-12
-1626.108	222.368533333333	-12.192	3.9030612244898e-08
-1626.108	222.368533333333	0	1.12244897959184e-08
-1626.108	333.5528	-48.768	1.02040816326531e-12
-1626.108	333.5528	-36.576	1.02040816326531e-12
-1626.108	333.5528	-24.384	1.02040816326531e-12
-1626.108	333.5528	-12.192	3.34188775510204e-08
-1626.108	333.5528	0	1.12244897959184e-08
-1626.108	444.737066666667	-48.768	1.02040816326531e-12
-1626.108	444.737066666667	-36.576	1.02040816326531e-12
-1626.108	444.737066666667	-24.384	1.02040816326531e-12
-1626.108	444.737066666667	-12.192	2.9566042169556e-08
-1626.108	444.737066666667	0	1.12244897959184e-08
-1626.108	555.921333333333	-48.768	1.02040816326531e-12
-1626.108	555.921333333333	-36.576	1.02040816326531e-12
-1626.108	555.921333333333	-24.384	1.02040816326531e-12
-1626.108	555.921333333333	-12.192	6.23351057896277e-08
-1626.108	555.921333333333	0	1.12244897959184e-08
-1626.108	667.1056	-48.768	1.02040816326531e-12
-1626.108	667.1056	-36.576	1.02040816326531e-12
-1626.108	667.1056	-24.384	1.02040816326531e-12
-1626.108	667.1056	-12.192	3.34188775510204e-08
-1626.108	667.1056	0	1.12244897959184e-08
-1626.108	778.289866666667	-48.768	1.02040816326531e-12
-1626.108	778.289866666667	-36.576	1.02040816326531e-12
-1626.108	778.289866666667	-24.384	1.02040816326531e-12
-1626.108	778.289866666667	-12.192	3.34188775510204e-08
-1626.108	778.289866666667	0	1.12244897959184e-08
-1626.108	889.474133333333	-48.768	1.02040816326531e-12
-1626.108	889.474133333333	-36.576	1.02040816326531e-12
-1626.108	889.474133333333	-24.384	1.02040816326531e-12
