0,1.02E-09
-1,1.02E-09
-2,1.02E-09
-3,1.02E-09
-4,1.02E-09
-5,1.02E-09
-6,1.02E-06
-7,1.02E-06
-8,1.02E-06
-9,1.02E-06
-10,1.02E-06
